obs_no;no,;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
57;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China;115,00;36,90;2013;mid jun - oct;211,9;;;;;;;;;;;;U ;;;;;maize;;;;;;;;90;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;72,0;6;;;232,8;;;;4;80,2;;;;4;211,9;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;307;361;1165,8;15,4;631,4;13,13
58;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China;115,00;36,90;2013;mid jun - oct;250;;;;;;;;;;;;U ;;;;;maize;;;;;;;;90;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;57,0;3;;;222,7;;;;4;80,2;;;;4;250;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;307;361;1165,8;15,4;631,4;13,13
59;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115,00;36,90;2014;mid jun - oct;121,8;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;95,0;5;;;197,9;;;;4;82,2;;;;4;121,8;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
60;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115,00;36,90;2014;mid jun - oct;174;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;84,0;3;;;228,4;;;;4;82,2;;;;4;174;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
61;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115,00;36,90;2014;mid jun - oct;226,2;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;69,0;5;;;238,3;;;;4;82,2;;;;4;226,2;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
62;8;Yan et al, (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115,00;36,90;2014;mid jun - oct;250;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;58,0;4;;;227,2;;;;4;82,2;;;;4;250;;239,17;0,85;8,20;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
63;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;75;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;84,0;8,5;;;178,0;;;6,0;3;115,0;;;8,0;3;75;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
64;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;113;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;70,7;3,2;;;195,0;;;4,0;3;115,0;;;8,0;3;113;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
65;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;150;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;60,7;3,6;;;206,0;;;5,0;3;115,0;;;8,0;3;150;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
66;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;188;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;48,5;0,3;;;206,0;;;1,0;3;115,0;;;8,0;3;188;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
67;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;0;104;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;64,9;2,8;;;182,0;;;3,0;3;115,0;;;8,0;3;104;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
68;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;0;156;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;52,8;1,8;;;197,0;;;3,0;3;115,0;;;8,0;3;156;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
69;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;0;209;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;47,2;4;;;213,0;;;8,0;3;115,0;;;8,0;3;209;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
70;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;0;261;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;43,1;0,4;;;227,0;;;1,0;3;115,0;;;8,0;3;261;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
71;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;38;156;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;48,6;2,8;;;209,0;;;5,0;3;115,0;;;8,0;3;194;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
72;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;75;104;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;53,1;1,1;;;210,0;;;2,0;3;115,0;;;8,0;3;179;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
73;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,10;52,63;2001;may  - oct ;113;52;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;; ;;;;sandy;40;;20;;;;;;NUEagr;%;59,1;4,1;;;212,0;;;7,0;3;115,0;;;8,0;3;165;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;411;361;737,3;11,3;730,5;78,07
74;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;75;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;78,2;10,5;;;181,0;;;8,0;3;123,0;;;8,0;3;75;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;307;361;683,5;10,7;761,3;155,53
75;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;113;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;35,5;4,6;;;163,0;;;5,0;3;123,0;;;8,0;3;113;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;307;361;683,5;10,7;761,3;155,53
76;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;150;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;32,6;1,4;;;171,0;;;2,0;3;123,0;;;8,0;3;150;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
77;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;188;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;20,7;3,2;;;161,0;;;6,0;3;123,0;;;8,0;3;188;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
78;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;0;104;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;26,9;1,6;;;151,0;;;2,0;3;123,0;;;8,0;3;104;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
79;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;0;156;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;27,5;2,1;;;166,0;;;3,0;3;123,0;;;8,0;3;156;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
80;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;0;209;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;21,9;4,9;;;168,0;;;10,0;3;123,0;;;8,0;3;209;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
81;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;0;261;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;18,0;2,8;;;169,0;;;7,0;3;123,0;;;8,0;3;261;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
82;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;38;156;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;12,7;2,8;;;147,0;;;5,0;3;123,0;;;8,0;3;194;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
83;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;75;104;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;25,4;3,7;;;168,0;;;7,0;3;123,0;;;8,0;3;179;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;411;361;683,5;10,7;761,3;155,53
84;9;Van Groenigen et al, (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,30;2001;may  - oct ;113;52;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;20,7;2,8;;;157,0;;;5,0;3;123,0;;;8,0;3;165;;289,50;4,03;6,73;77,77;22,68;45,65;31,75;411;361;683,5;10,7;761,3;155,53
85;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;30,0;;;;52,6;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;307;361;921,2;8,4;892,6;81,10
86;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;18,3;;;;44,0;12,0;;;4;39,0;;;;4;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,10
87;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29,0;;;;52,2;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,10
88;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29,3;;;;57,6;12,0;;;4;39,0;;;;4;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,10
89;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;broadcast;;UAN;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;25,0;;;;50,3;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,10
90;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;46,0;;;;59,9;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,10
91;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;44,0;;;;59,0;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,10
92;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;33,0;;;;54,0;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,10
93;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;28,0;;;;51,7;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,10
94;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;35,0;;;;54,9;12,0;;;4;39,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,10
95;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67,0;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;31,3;;;;50,3;12,0;;;4;39,0;;;;4;36;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,10
96;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57,0;;;;64,9;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,10
97;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;71,7;;;;58,5;12,0;;;5;39,0;;;;5;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,10
98;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;47,0;;;;60,3;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,10
99;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;40,7;;;;64,9;12,0;;;5;39,0;;;;5;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,10
100;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49,0;;;;61,2;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,10
101;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;62,0;;;;67,1;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,10
102;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;52,0;;;;62,6;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,10
103;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed  + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;45,0;;;;59,4;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,10
104;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;51,0;;;;62,1;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,10
105;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49,0;;;;61,2;12,0;;;5;39,0;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,10
106;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57,5;;;;59,9;12,0;;;5;39,0;;;;5;36;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,10
107;10;Randall et al, (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1989;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;62,0;;;;57,2;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,10
108;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;41,7;;;;40,4;17,0;;;4;29,0;;;;4;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,10
109;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;56,0;;;;54,4;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,10
110;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;57,1;;;;65,3;17,0;;;4;29,0;;;;4;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,10
111;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;43,0;;;;48,5;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,10
112;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;63,0;;;;57,6;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,10
113;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;49,0;;;;51,3;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,10
114;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;64,0;;;;58,1;17,0;;;4;29,0;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,10
