obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl
1393;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5
1394;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;37,6;;;5,330603626;;;;;;;;;;;117,5
1395;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5
1396;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;25,1;;;0,55;;;;;;;;;;;120
1397;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1398;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;25,9;;;0,909333333;;;;;;;;;;;120
1399;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1400;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,3;;;0,088;;;;;;;;;;;120
1401;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1402;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,8;;;0,638;;;;;;;;;;;120
1403;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1404;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,6;;;0,953333333;;;;;;;;;;;120
1405;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1406;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;24,7;;;0,359333333;;;;;;;;;;;120
1407;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1408;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,5;;;0,718666667;;;;;;;;;;;120
1409;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120
1410;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;48,1;;;7,313204723;;;;;;;;;;;80
1411;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,7;;;7,249626187;;;;;;;;;;;80
1412;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;48,9;;;7,437015555;;;;;;;;;;;80
1413;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,7;;;7,256318664;;;;;;;;;;;80
1414;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;44,9;;;6,836365705;;;;;;;;;;;80
1415;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;46,8;;;7,115776638;;;;;;;;;;;80
1416;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;42,4;;;6,446528894;;;;;;;;;;;80
1417;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;42,7;;;6,488356878;;;;;;;;;;;80
1418;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;112,2;;;17,06581747;;;;;;;;;;;40
1419;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;101,4;;;15,4261605;;;;;;;;;;;40
1420;27;Kapulnik 1987;;Israel;34,78;31,62;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,9;;;8,800607834;;;;;;;;;;;40
1421;27;Kapulnik 1987;;Israel;34,78;31,62;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;62,3;;;9,469855578;;;;;;;;;;;40
1422;27;Kapulnik 1987;;Israel;34,67;31,63;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;58,1;;;8,834070221;;;;;;;;;;;40
1423;27;Kapulnik 1987;;Israel;34,67;31,63;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;61,6;;;9,369468416;;;;;;;;;;;40
1424;27;Kapulnik 1987;;Israel;34,45;31,2;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;59,2;;;9,001382157;;;;;;;;;;;40
1425;27;Kapulnik 1987;;Israel;34,45;31,2;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,6;;;8,767145446;;;;;;;;;;;40
1426;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;43,1;;;6,558627891;;;;;;;;;;;40
1427;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;42;;;6,391315955;;;;;;;;;;;40
1428;27;Kapulnik 1987;;Israel;34,78;31,62;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;59,8;;;9,101769318;;;;;;;;;;;80
1429;27;Kapulnik 1987;;Israel;34,78;31,62;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,3;;;8,716951866;;;;;;;;;;;80
1430;27;Kapulnik 1987;;Israel;34,67;31,63;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;38,6;;;5,872648954;;;;;;;;;;;80
1431;27;Kapulnik 1987;;Israel;34,67;31,63;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;36,4;;;5,538025082;;;;;;;;;;;80
1432;27;Kapulnik 1987;;Israel;34,45;31,2;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;31,9;;;4,852046144;;;;;;;;;;;80
1433;27;Kapulnik 1987;;Israel;34,45;31,2;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;29,3;;;4,450497498;;;;;;;;;;;80
1434;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;37,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;140,4;;;14,8530226;;;;;;;;;;;37,5
1435;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;37,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;98,4;;;10,40766925;;;;;;;;;;;37,5
1436;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;75;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;82,8;;;8,765182949;;;;;;;;;;;75
1437;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;75;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;71,7;;;7,584688601;;;;;;;;;;;75
1438;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;112,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;73;;;7,727015066;;;;;;;;;;;112,5
1439;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;112,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;56,1;;;5,935166682;;;;;;;;;;;112,5
1440;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;150;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,2;;;4,9995947;;;;;;;;;;;150
1441;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;150;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;43,9;;;4,642330029;;;;;;;;;;;150
1442;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;32,3;;;4,574903843;;;;;;;;;;;120
1443;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1444;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;31,5;;;4,470928755;;;;;;;;;;;120
1445;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1446;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;30,8;;;4,366953668;;;;;;;;;;;120
1447;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1448;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;35,2;;;4,990804192;;;;;;;;;;;120
1449;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1450;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;33;;;4,67887893;;;;;;;;;;;120
1451;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1452;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;33,7;;;4,782854017;;;;;;;;;;;120
1453;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120
1454;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;30,8;;;4,366953668;;;;;;;;;;;120
1455;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1456;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;30,8;;;4,366953668;;;;;;;;;;;120
1457;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1458;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;28,6;;;4,055028406;;;;;;;;;;;120
1459;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1460;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;32,3;;;4,574903843;;;;;;;;;;;120
1461;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1462;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;31,5;;;4,470928755;;;;;;;;;;;120
1463;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1464;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;30,8;;;4,366953668;;;;;;;;;;;120
1465;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1466;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;32,3;;;4,574903843;;;;;;;;;;;120
1467;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;26,4;;;3,743103144;;;;;;;;;;;120
1468;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;98,6;;;13,76762175;;;;;;;;;;;30
1469;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1470;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;103;;;14,38224772;;;;;;;;;;;30
1471;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1472;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;100,3;;;14,01347214;;;;;;;;;;;30
1473;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1474;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;103,8;;;14,50517292;;;;;;;;;;;30
1475;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1476;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;98,6;;;13,76762175;;;;;;;;;;;30
1477;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1478;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;113,2;;;15,81637499;;;;;;;;;;;30
1479;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1480;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;109,4;;;15,28369915;;;;;;;;;;;30
1481;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1482;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;108,2;;;15,11979889;;;;;;;;;;;30
1483;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1484;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;109,7;;;15,32467421;;;;;;;;;;;30
1485;27;Paul 2011;;India;77,2;28,67;;;30;0;;;;;;;;;;;mineral;;;;;Cotton;;;;;;;;;;silty loam;1,38;7,8;;;#VERW!;;30;30;NUE(yield/Nrate);;83,9;;;11,71886851;;;;;;;;;;;30
1486;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;80,7;;;4,46887386;;;;;;;;;;;20
1487;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;73,9;;;4,095187958;;;;;;;;;;;20
1488;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;82,3;;;4,558334216;;;;;;;;;;;20
1489;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;73,9;;;4,095187958;;;;;;;;;;;20
1490;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;80,4;;;4,452785621;;;;;;;;;;;20
1491;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;73,9;;;4,095187958;;;;;;;;;;;20
1492;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;78,6;;;4,355281146;;;;;;;;;;;20
1493;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;73,9;;;4,095187958;;;;;;;;;;;20
1494;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;80,5;;;4,46082974;;;;;;;;;;;20
1495;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;73,9;;;4,095187958;;;;;;;;;;;20
1496;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;83,6;;;4,631462572;;;;;;;;;;;20
1497;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;77,3;;;4,28215279;;;;;;;;;;;20
1498;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;83;;;4,599042334;;;;;;;;;;;20
1499;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;77,3;;;4,28215279;;;;;;;;;;;20
1500;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;81,1;;;4,493249978;;;;;;;;;;;20
1501;27;Anandham 2007;;India;77,03;10,39;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;5,5;7,2;;;815,8383939;;32,73;49,8;NUE(yield/Nrate);;77,3;;;4,28215279;;;;;;;;;;;20
